what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1524192169867
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1524192169880
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1524192169880
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1524192169880
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1524192169881
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1524192169893
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1524192169917
os,sysinfo,,,"win32",1524192169920
arch,sysinfo,,,"x86_64",1524192169920
ws,sysinfo,,,"win32",1524192169920
locale,sysinfo,,,"zh_CN",1524192169920
processors,sysinfo,,,"4",1524192169920
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1524192169920
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1524192169920
java.specification.name,sysinfo,,,"Java Platform API Specification",1524192169920
java.specification.vendor,sysinfo,,,"Oracle Corporation",1524192169920
java.specification.version,sysinfo,,,"1.8",1524192169920
java.vendor,sysinfo,,,"Oracle Corporation",1524192169920
java.version,sysinfo,,,"1.8.0_111",1524192169920
java.vm.info,sysinfo,,,"mixed mode",1524192169920
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1524192169920
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1524192169920
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1524192169920
java.vm.specification.version,sysinfo,,,"1.8",1524192169920
java.vm.vendor,sysinfo,,,"Oracle Corporation",1524192169920
java.vm.version,sysinfo,,,"25.111-b14",1524192169920
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1524192170154
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1524192170305
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1524192170411
