what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1521266789743
os,sysinfo,,,"win32",1521266789745
arch,sysinfo,,,"x86_64",1521266789745
ws,sysinfo,,,"win32",1521266789745
locale,sysinfo,,,"zh_CN",1521266789745
processors,sysinfo,,,"4",1521266789745
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1521266789745
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1521266789745
java.specification.name,sysinfo,,,"Java Platform API Specification",1521266789745
java.specification.vendor,sysinfo,,,"Oracle Corporation",1521266789745
java.specification.version,sysinfo,,,"1.8",1521266789745
java.vendor,sysinfo,,,"Oracle Corporation",1521266789745
java.version,sysinfo,,,"1.8.0_111",1521266789745
java.vm.info,sysinfo,,,"mixed mode",1521266789745
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1521266789745
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1521266789745
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1521266789745
java.vm.specification.version,sysinfo,,,"1.8",1521266789745
java.vm.vendor,sysinfo,,,"Oracle Corporation",1521266789745
java.vm.version,sysinfo,,,"25.111-b14",1521266789745
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1521266789800
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1521266789935
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1521266790259
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1521266790318
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1521266790848
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1521266790994
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1521266791081
