what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252682869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252695702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252707604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252709566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252710393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252719098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252722151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252724708
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521252730171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252736698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252738870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252742749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252753433
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1521252753471
opened,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252753854
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252753927
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521252757002
opened,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252758213
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252758325
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521252761060
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521252762656
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252764100
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521252766455
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252770710
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252771680
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252772107
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252773151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521252779118
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252779754
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252781366
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252782111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521252783018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1521252791610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1521252793677
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252795967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252796732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252798644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252799611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252832378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521252834274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252835085
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252837074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252837534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252838312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252839054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252841506
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252845422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252846247
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252846811
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252847758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521252851339
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252853093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252855282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252857289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252858578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252879101
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521252884540
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252884855
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521252886753
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252886988
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521252887387
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252887600
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252887684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521252890669
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252891590
closed,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252891590
closed,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252892396
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252893423
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252894399
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252895153
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252897184
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521252900146
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252901735
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252932952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252933337
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252939311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252952369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252954208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252954448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252956987
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1521252958547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252959435
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252961228
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252961518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252963988
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252965283
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1521252966368
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521252966735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252968632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521252974163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521252977839
