what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521360808407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360808717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360809586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360810015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360811632
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360815697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360832066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360833641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360835111
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521360840793
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840793
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840807
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840830
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840838
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840860
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521360840869
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840901
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840910
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840917
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360840936
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360844650
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521360844680
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521360852916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360862544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360864649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360876242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360885435
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521360885808
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521360885868
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1521360890679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360890887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521360892260
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1521360893636
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1521360894076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1521361337168
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361343395
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361343998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361371160
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521361374457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361375273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1521361413832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361422757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361424517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361424696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361428576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521361430845
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521361432474
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521361435493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361436023
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521361442952
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521361456999
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521361458778
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361470217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361471712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1521361471745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361474531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361474591
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361474608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361474871
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521361479883
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521361479912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361507027
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521361509462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361527278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361531446
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361541871
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521361593011
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361594960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361594994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361595015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361595445
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521361599462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361607959
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361611564
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361615539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361617873
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521361622712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361629833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361630988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361631025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361632505
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1521361632513
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521361636164
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521361636226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521361638000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361638624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361644538
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1521361645859
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361646642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361656657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361656819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361660261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361662562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361670420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361683731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361684143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361690227
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1521361694097
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361696513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521361699400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1521361700958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361704047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361704381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361712241
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1521361714048
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361714939
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361714970
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361726886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361733672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361735546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361741528
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361743417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361756103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361757237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361766907
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1521361770648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361772463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361773578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361773616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361774702
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1521361774713
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521361776482
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361777276
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521361777276
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521361778715
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1521361778767
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1521361780127
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361780913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361781160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361788962
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361794932
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361794953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361796650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361796673
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1521361796799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1521361806077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361807603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1521361816127
