what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1520434459243
java.specification.name,sysinfo,,,"Java Platform API Specification",1520434459243
java.specification.vendor,sysinfo,,,"Oracle Corporation",1520434459243
java.specification.version,sysinfo,,,"1.8",1520434459243
java.vendor,sysinfo,,,"Oracle Corporation",1520434459243
java.version,sysinfo,,,"1.8.0_111",1520434459243
java.vm.info,sysinfo,,,"mixed mode",1520434459243
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1520434459243
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1520434459243
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1520434459243
java.vm.specification.version,sysinfo,,,"1.8",1520434459243
java.vm.vendor,sysinfo,,,"Oracle Corporation",1520434459243
java.vm.version,sysinfo,,,"25.111-b14",1520434459243
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1520434459248
started,bundle,org.eclipse.jst.jsf.core,1.3.3.v201102021253,"org.eclipse.jst.jsf.core",1520434459251
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1520434459271
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1520434459288
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1520434459318
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1520434459329
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1520434459332
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1520434459337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434459778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434459927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434464042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434487865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434487952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434488760
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520434488911
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1520434489139
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1520434489248
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1520434489249
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1520434489250
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1520434489250
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1520434489252
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1520434489253
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1520434489265
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1520434489266
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1520434504938
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1520434504938
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1520434504939
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1520434504940
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1520434504941
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1520434504941
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1520434504942
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1520434504942
